SOURCE,UNID,Unnamed: 3,COUNTRY,PROVINCE,CITY,LAT,LON,WWTP/MUNICIPALITY,WWTP start up,Reuse project start up,Status of operation for WWTP ,Status of operation for Reuse project (yes/no),Wastewater input type ,WW Treatment Level ,Technology used,Desgin Capacity (m3/yr),Average Capacity (m3/yr),Volume of  WW actually treated (m3/yr),Disposal Category,Name of the water body/valley/wwtp,Amount disposed (m3/yr),Reuse Category,Actual direct reuse (m3/yr),Area of Land Receiving TWW (ha),Scoring classifier,probability classifier,scoring object detection,probability,number of rectangular tanks,number circular tanks,url link
Javier,EG252,Hosh Eissa,Egypt,,Hosh Eissa,30.891475,30.308108,WWTP,2004,,Operational ,No,Municipal,Max secondary ,Surface Areation,7300000,7117500,7117500,Surface water,Seidi Salem,7117500,,0,0,1,0.998647511,Wastewater-Treatment-Facility,0.83858639,2,8,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG252_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG253,Al -Kom alakhdar,Egypt,,Hosh Eissa,30.955846,30.30587,WWTP,2004,,Operational ,No,Municipal,Max secondary ,Oxidation Ponds,730000,547500,547500,Surface water,Gbares el- Gharby,547500,,0,0,1,0.998210788,Wastewater-Treatment-Facility,0.811155438,1,1,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG253_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG254,Abu Humus,Egypt,,Abu Humus,31.088963,30.299635,WWTP,2005,,Operational ,No,Municipal,Max secondary ,Extended Areation,7300000,6387500,6387500,Surface water,Abu Humus,6387500,,0,0,1,0.999652028,Wastewater-Treatment-Facility,0.869719565,4,9,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG254_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG255,Barakat Ghataas,Egypt,,Abu Humus,31.143601,30.296294,WWTP,2008,,Operational ,No,Municipal,Max secondary ,,3650000,2007500,2007500,Surface water,Barseeq,2007500,,0,0,1,0.999750197,Wastewater-Treatment-Facility,0.78107512,2,3,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG255_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG256,Basantaway,Egypt,,Abu Humus,31.132307,30.359667,WWTP,2008,,Operational ,No,Municipal,Max secondary ,,3650000,1825000,1825000,Surface water,Faraa el-Ghezlan,1825000,,0,0,1,0.979605615,Wastewater-Treatment-Facility,0.863760591,3,4,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG256_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG257,Nakla aleanab,Egypt,,Shubrakhit,30.925854,30.780472,WWTP,2000,,Operational ,No,Municipal,Max secondary ,Oxidation Ponds,1095000,1916250,1916250,Surface water,El Amir,1916250,,0,0,1,0.998575091,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG257_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG258,Kom Hamada,Egypt,,Kom Hamada,30.750891,30.686086,WWTP,2008,,Operational ,No,Municipal,Max secondary ,Oxidation Ponds,5475000,10767500,10767500,Surface water,Kom Hamada,10767500,,0,0,1,0.998835981,Wastewater-Treatment-Facility,0.861523509,2,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG258_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG259,Rashid,Egypt,,Rosetta,31.390749,30.369214,WWTP,2008,,Operational ,No,Municipal,Max secondary ,,7300000,6570000,6570000,Surface water,,6570000,,0,0,1,0.99974376,Wastewater-Treatment-Facility,0.834530354,7,4,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG259_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG260,shirnob,Egypt,,Damanhour,31.00557,30.580659,WWTP,2011,,Operational ,No,Municipal,Max secondary ,,1825000,2007500,2007500,Surface water,,2007500,,0,0,1,0.719527721,Wastewater-Treatment-Facility,0.712917209,2,3,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG260_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG261,Kom altarifaya,Egypt,,Kafr El Dawwar,31.229791,30.140584,WWTP,2008,,Operational ,No,Municipal,Max secondary ,,730000,730000,730000,Surface water,,730000,,0,0,1,0.977275908,Wastewater-Treatment-Facility,0.657962859,7,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG261_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG262,Dharia,Egypt,,Itay El Barud,30.839187,30.753444,WWTP,2013,,Operational ,No,Municipal,Max secondary ,,2190000,1186250,1186250,Surface water,,1186250,,0,0,1,0.996314228,Wastewater-Treatment-Facility,0.913873971,2,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG262_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG263,Wadi Natrun,Egypt,,Natrn Valley,30.358225,30.328865,WWTP,2014,,Operational ,No,Municipal,Max secondary ,,7300000,2737500,2737500,,,2737500,,0,0,1,0.994405866,Wastewater-Treatment-Facility,0.767447948,6,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG263_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG264,Najila,Egypt,,Kom Hamada,30.735514,30.758316,WWTP,2019,,Operational ,No,Municipal,Max secondary ,,3650000,912500,912500,Surface water,,912500,,0,0,1,0.999870896,Wastewater-Treatment-Facility,0.833514452,4,1,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG264_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG265,srnbay,Egypt,,Mahmoudiyah,31.171478,30.567345,WWTP,2019,,Operational ,No,Municipal,Max secondary ,,2190000,912500,912500,Surface water,,912500,,0,0,1,0.996638656,Wastewater-Treatment-Facility,0.794847369,2,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG265_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG266,alwafayiya,Egypt,,Al Delengat,30.754297,30.594986,WWTP,2015,,Operational ,No,Municipal,Max secondary ,,2190000,1095000,1095000,Surface water,,1095000,,0,0,1,0.98046118,Wastewater-Treatment-Facility,0.864363253,2,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG266_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG267,samiha,Egypt,,Abu Humus,31.068502,30.392837,WWTP,2020,,Operational ,No,Municipal,Max secondary ,,182500,182500,182500,Surface water,,182500,,0,0,0,0.604364812,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG267_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG268,Shobaki,Egypt,,Damanhour,31.09905,30.420909,WWTP,2020,,Operational ,No,Municipal,Max secondary ,,182500,91250,91250,Surface water,,91250,,0,0,1,0.876631975,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG268_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG269,Kom alnasi,Egypt,,Abu Humus,31.178691,30.231959,WWTP,2020,,Operational ,No,Municipal,Max secondary ,,365000,273750,273750,Surface water,,273750,,0,0,1,0.889478505,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG269_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG270,Al Briegat,Egypt,,Kom Hamada,30.513132,30.828713,WWTP,2020,,Operational ,No,Municipal,Max secondary ,,2737500,912500,912500,Surface water,,912500,,0,0,1,0.999013305,Wastewater-Treatment-Facility,0.9387151,3,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG270_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG271,Al Nekaidy STP,Egypt,,Beheira,30.88769476,30.3375551,Municipality,2020,2020,Operational,Unknown,Municipal,Other,,3650000,,,,,,Landscape irrigation,,,1,0.756757677,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG271_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG272,Tanta Third Phase,Egypt,Gharbia,Tanta,30.803151,31.019626,WWTP,2013,,Operational ,No,Municipal,Max secondary ,Surface Areation,21900000,21900000,21900000,Surface water,Sebribay,21900000,,0,0,1,0.999439538,,,1,11,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG272_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG273,Mahalat Almarhum,Egypt,,Tanta,30.808504,30.964458,WWTP,2004,,Operational ,No,Municipal,Max secondary ,Activated Sludge,5475000,6789000,6789000,Surface water,Nesharet AlOmomi,6789000,,0,0,1,0.99724704,Wastewater-Treatment-Facility,0.783282816,0,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG273_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG274,Nafia,Egypt,,Tanta,30.7425,31.029722,WWTP,2004,,Operational ,No,Municipal,Max secondary ,,2555000,2372500,2372500,Surface water,,2372500,,0,0,1,0.998529911,Wastewater-Treatment-Facility,0.883727372,1,3,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG274_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG275,Fisha Slim,Egypt,,Tanta,30.755739,30.9627,WWTP,2006,,Operational ,No,Municipal,Max secondary ,RBC,1095000,1241000,1241000,Surface water,Tala,1241000,,0,0,1,0.999538302,,,2,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG275_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG276,Shawnee,Egypt,,Tanta,30.738562,30.899961,WWTP,2009,,Operational ,No,Municipal,Max secondary ,,2190000,1642500,1642500,Surface water,,1642500,,0,0,1,0.998746157,Wastewater-Treatment-Facility,0.769085288,2,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG276_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG277,Nawag,Egypt,,Tanta,30.856441,31.013676,WWTP,2001,,Operational ,No,Municipal,Max secondary ,Activated Sludge,1095000,1095000,1095000,Surface water,Sebribay,1095000,,0,0,1,0.999442995,Wastewater-Treatment-Facility,0.782284915,1,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG277_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG278,mahalat manuf,Egypt,,Tanta,30.894749,30.96484,WWTP,2010,,Operational ,No,Municipal,Max secondary ,,4380000,2993000,2993000,Surface water,,2993000,,0,0,1,0.999816716,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG278_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG279,Burma,Egypt,,Tanta,30.828787,30.906666,WWTP,2010,,Operational ,No,Municipal,Max secondary ,,3650000,2701000,2701000,Surface water,,2701000,,0,0,1,0.99962759,Wastewater-Treatment-Facility,0.891071737,1,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG279_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG280,Bashabesh,Egypt,,El Mahalla El Kubra,31.103441,31.179307,WWTP,2004,,Operational ,No,Municipal,Max secondary ,Extended Areation,3650000,1971000,1971000,Surface water,Algharbia AlOmomi,1971000,,0,0,1,0.999835849,Wastewater-Treatment-Facility,0.861789644,2,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG280_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG281,Saft Trab and Hiatm,Egypt,,El Mahalla El Kubra,30.890454,31.106496,WWTP,2005,,Operational ,No,Municipal,Max secondary ,Activated Sludge,3650000,1898000,1898000,Surface water,Soubra Malekan,1898000,,0,0,1,0.995595515,Wastewater-Treatment-Facility,0.830464482,0,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG281_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG282,Al-Ammadiyah,Egypt,,El Mahalla El Kubra,31.022792,31.080776,WWTP,2000,,Operational ,No,Municipal,Max secondary ,,1460000,1149750,1149750,Surface water,,1149750,,0,0,1,0.999304891,Wastewater-Treatment-Facility,0.826701701,1,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG282_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG283,Samul and Demento,Egypt,,El Mahalla El Kubra,31.050556,31.114722,WWTP,2010,,Operational ,No,Municipal,Max secondary ,,3650000,1971000,1971000,Surface water,,1971000,,0,0,1,0.999944329,Wastewater-Treatment-Facility,0.887150228,1,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG283_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG284,Samannoud,Egypt,,Samannoud,30.951111,31.215833,WWTP,2013,,Operational ,No,Municipal,Max secondary ,Trick Filters & Areated Lagons,5475000,6205000,6205000,Surface water,Omar Bik,6205000,,0,0,1,0.996740162,Wastewater-Treatment-Facility,0.858499587,7,9,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG284_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG285,Meet Badr Halawa,Egypt,,Samannoud,30.859722,31.236111,WWTP,2001,,Operational ,No,Municipal,Max secondary ,Activated Sludge,1825000,1533000,1533000,Surface water,Omar Bik,1533000,,0,0,1,0.998121202,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG285_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG286,Mahalat Ziad 1,Egypt,,Samannoud,31.004722,31.225,WWTP,2003,,Operational ,No,Municipal,Max secondary ,Activated Sludge,730000,730000,730000,Surface water,Drain No. 5,730000,,0,0,1,0.99932456,Wastewater-Treatment-Facility,0.885371387,1,3,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG286_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG287,Mahalat Ziad 2,Egypt,,Samannoud,31.004722,31.225,WWTP,2010,,Operational ,No,Municipal,Max secondary ,Activated Sludge,5475000,6497000,6497000,Surface water,Drain No. 5,6497000,,0,0,1,0.99932456,Wastewater-Treatment-Facility,0.885371387,1,3,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG287_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG288,Zefta,Egypt,,Zefta,30.679444,31.256667,WWTP,2008,,Operational ,No,Municipal,Max secondary ,Activated Sludge,7300000,7884000,7884000,Surface water,Kafar Hesin,7884000,,0,0,1,0.998672009,Wastewater-Treatment-Facility,0.868436277,2,15,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG288_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG289,Sharshaba and meet almukhlis,Egypt,,Zefta,30.783196,31.175173,WWTP,2009,,Operational ,No,Municipal,Max secondary ,Activated Sludge,1277500,1095000,1095000,Surface water,Masged Wassif,1095000,,0,0,1,0.978090882,Wastewater-Treatment-Facility,0.796468437,2,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG289_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG290,nahtay,Egypt,,Zefta,30.70534,31.197236,WWTP,2006,,Operational ,No,Municipal,Max secondary ,UASB,3650000,2299500,2299500,Surface water,,2299500,,0,0,1,0.999750316,Wastewater-Treatment-Facility,0.913325727,1,9,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG290_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG291,Senbat,Egypt,,Zefta,30.797983,31.219608,WWTP,2014,,Operational ,No,Municipal,Max secondary ,Activated Sludge,5475000,5110000,5110000,Surface water,Sonat Al Omomi,5110000,,0,0,1,0.999703467,Wastewater-Treatment-Facility,0.907062054,1,3,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG291_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG292,El Santa,Egypt,,El Santa,30.711684,31.130134,WWTP,2005,,Operational ,No,Municipal,Max secondary ,Surface Areation,7300000,6643000,6643000,Surface water,Ze Al Karin,6643000,,0,0,1,0.99972564,Wastewater-Treatment-Facility,0.963705897,4,10,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG292_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG293,Shonrak,Egypt,, El Santa,30.804167,31.152778,WWTP,2005,,Operational ,No,Municipal,Max secondary ,Activated Sludge,730000,675250,675250,Surface water,Balayi AlOmomi,675250,,0,0,1,0.998335183,Wastewater-Treatment-Facility,0.777953446,1,1,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG293_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG294,Jafariya and Tatay,Egypt,, El Santa,30.695556,31.072778,WWTP,2007,,Operational ,No,Municipal,Max secondary ,,1277500,1387000,1387000,Surface water,,1387000,,0,0,1,0.999397039,Wastewater-Treatment-Facility,0.706974208,1,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG294_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG295,Quraishiya and Mit Yazid,Egypt,,El Santa,30.843963,31.142072,WWTP,2009,,Operational ,No,Municipal,Max secondary ,,3650000,2372500,2372500,Surface water,,2372500,,0,0,1,0.999692559,Wastewater-Treatment-Facility,0.931596041,1,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG295_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG296,Basyoun,Egypt,,Basyoun,30.927778,30.798611,WWTP,2003,,Operational ,No,Municipal,Max secondary ,,7300000,8869500,8869500,Surface water,Gnaag,8869500,,0,0,1,0.999882936,Wastewater-Treatment-Facility,0.955998957,4,11,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG296_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG297,Kom alnajaar,Egypt,,Basyoun,30.933889,30.853611,WWTP,2008,,Operational ,No,Municipal,Max secondary ,,912500,1022000,1022000,Surface water,,1022000,,0,0,1,0.999751747,Wastewater-Treatment-Facility,0.742614627,1,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG297_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG298,Kafr El Zayat,Egypt,,Kafr El Zayat,30.823611,30.836944,WWTP,2000,,Operational ,No,Municipal,Max secondary ,Surface Areation,28470000,18250000,18250000,Surface water,Genah,18250000,,0,0,1,0.980845749,Wastewater-Treatment-Facility,0.736998498,2,6,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG298_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG299,Kotoor and Damat,Egypt,,Kotoor,30.950325,30.975282,WWTP,2006,,Operational ,No,Municipal,Max secondary ,Surface Areation,3650000,1770250,1770250,Surface water,Damat,1770250,,0,0,1,0.99978286,Wastewater-Treatment-Facility,0.85933435,1,3,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG299_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG300,mahalat ruh and sajil,Egypt,,Tanta,30.89,31.069722,WWTP,2010,,Operational ,No,Municipal,Max secondary ,,3650000,3029500,3029500,Surface water,,3029500,,0,0,1,0.998401701,Wastewater-Treatment-Facility,0.916667759,1,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG300_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG301,nishil,Egypt,,Kotoor,30.983205,31.020775,WWTP,2010,,Operational ,No,Municipal,Max secondary ,,1095000,766500,766500,Surface water,,766500,,0,0,1,0.995898187,,,1,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG301_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG302,damru,Egypt,,El Mahalla El Kubra,31.082222,31.139444,WWTP,2019,,Operational ,No,Municipal,Max secondary ,,2920000,1460000,1460000,Surface water,,1460000,,0,0,1,0.999777019,Wastewater-Treatment-Facility,0.784845471,3,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG302_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG303,Shahidi,Egypt,,El Mahalla El Kubra,31.128611,31.068056,WWTP,2019,,Operational ,No,Municipal,Max secondary ,,2190000,1040250,1040250,Surface water,,1040250,,0,0,1,0.997343481,Wastewater-Treatment-Facility,0.88499862,1,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG303_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG304,sanadid,Egypt,,Tanta,30.718056,31.004167,WWTP,2010,,Operational ,No,Municipal,Max secondary ,,3650000,1277500,1277500,Surface water,,1277500,,0,0,1,0.994999766,Wastewater-Treatment-Facility,0.861082494,3,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG304_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
