SOURCE,UNID,Unnamed: 3,COUNTRY,PROVINCE,CITY,LAT,LON,WWTP/MUNICIPALITY,WWTP start up,Reuse project start up,Status of operation for WWTP ,Status of operation for Reuse project (yes/no),Wastewater input type ,WW Treatment Level ,Technology used,Desgin Capacity (m3/yr),Average Capacity (m3/yr),Volume of  WW actually treated (m3/yr),Disposal Category,Name of the water body/valley/wwtp,Amount disposed (m3/yr),Reuse Category,Actual direct reuse (m3/yr),Area of Land Receiving TWW (ha),Scoring classifier,probability classifier,scoring object detection,probability,number of rectangular tanks,number circular tanks,url link
Javier,EG374,Al -tayba,Egypt,,Zagazig,30.669444,31.419444,WWTP,2012,,Operational ,No,Municipal,Max secondary ,,2737500,1825000,1825000,Surface water,,1825000,,0,0,1,0.998950422,Wastewater-Treatment-Facility,0.554404974,1,1,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG374_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG375,Bani Hilal,Egypt,,Minya Al Qamh,30.508333,31.455278,WWTP,2018,,Operational ,No,Municipal,Max secondary ,,2737500,1642500,1642500,Surface water,,1642500,,0,0,1,0.904874861,Wastewater-Treatment-Facility,0.790648103,2,1,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG375_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG376,al -ruwaad,Egypt,,San Al Hagar,31.043611,32.004722,WWTP,2011,,Operational ,No,Municipal,Max secondary ,,438000,255500,255500,Surface water,,255500,,0,0,1,0.625043273,Wastewater-Treatment-Facility,0.645072281,2,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG376_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG377,Tariq bin Ziad,Egypt,,San Al Hagar,30.949722,32.095833,WWTP,2011,,Operational ,No,Municipal,Max secondary ,,438000,255500,255500,Surface water,,255500,,0,0,1,0.982324719,Wastewater-Treatment-Facility,0.801133871,0,1,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG377_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG378,Deiarib Negim,Egypt,,Deiarib Negim,30.742752,31.475022,WWTP,2005,,Operational ,No,Municipal,Max secondary ,Extended Areation,3650000,3650000,3650000,Surface water,Akwa Drain,3650000,,0,0,1,0.999763072,Wastewater-Treatment-Facility,0.866539001,3,3,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG378_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG379,kafur najm,Egypt,,El Ibrahimiya,30.730556,31.585556,WWTP,2007,,Operational ,No,Municipal,Max secondary ,Extended Areation,1752000,1460000,1460000,Surface water,Kafer Negim Drain,1460000,,0,0,0,0.679017365,Wastewater-Treatment-Facility,0.501139164,0,1,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG379_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG380,Belbeis,Egypt,,Belbeis,30.399722,31.538333,WWTP,2016,,Operational ,No,Municipal,Max secondary ,,14600000,7300000,7300000,Surface water,,7300000,,0,0,1,0.995404243,Wastewater-Treatment-Facility,0.819173932,1,18,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG380_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG381,Zenklon,Egypt,,Zagazig,30.568056,31.462222,WWTP,2003,,Operational ,No,Municipal,Max secondary ,Activated Sludge,730000,4380000,4380000,Surface water,Alzankalon Drain,4380000,,0,0,1,0.933334291,Wastewater-Treatment-Facility,0.788892269,3,7,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG381_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG382,Hehiya,Egypt,,Hehiya,30.635556,31.600833,WWTP,2006,,Operational ,No,Municipal,Max secondary ,Extended Areation,3650000,7300000,7300000,Surface water,Alzarzamon Drain,7300000,,0,0,1,0.994261265,Wastewater-Treatment-Facility,0.871304333,2,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG382_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG383,Abo Kabir,Egypt,,Abo Kabir,30.690278,31.697222,WWTP,2005,,Operational ,No,Municipal,Max secondary ,Surface Areation ,7300000,5110000,5110000,Surface water,Awkaf Alhelmia Drain,5110000,,0,0,1,0.988867998,Wastewater-Treatment-Facility,0.848376691,5,9,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG383_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG384,Alkanayat,Egypt,,Zagazig,30.607222,31.4575,WWTP,2005,,Operational ,No,Municipal,Max secondary ,Gravel Filters,7300000,7300000,7300000,Surface water,Akwa Drain,7300000,,0,0,1,0.998988569,Wastewater-Treatment-Facility,0.883666873,0,12,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG384_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG385,al -rabeumiaya,Egypt,,Minya Al Qamh,30.556667,31.371944,WWTP,2007,,Operational ,No,Municipal,Max secondary ,,182500,912500,912500,Surface water,,912500,,0,0,0,0.610511243,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG385_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG386,Menia Alkamah,Egypt,,Menia Alkamah,30.505278,31.371944,WWTP,2006,,Operational ,No,Municipal,Max secondary ,Surface Areation ,7300000,12045000,12045000,Surface water,Menia Alkamah Drain,12045000,,0,0,1,0.994307816,Wastewater-Treatment-Facility,0.894744754,5,9,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG386_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG387,Kafr Saqr,Egypt,,Kafr Saqr,30.786667,31.609167,WWTP,2007,,Operational ,No,Municipal,Max secondary ,Extended Areation,5475000,6205000,6205000,Surface water,Om Alresh Drain,6205000,,0,0,1,0.9996773,Wastewater-Treatment-Facility,0.832113028,2,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG387_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG388,Faqous,Egypt,,Faqous,30.736949,31.828154,WWTP,2006,,Operational ,No,Municipal,Max secondary ,Extended Areation ,7300000,9855000,9855000,Surface water,Baher Albakar Drain,9855000,,0,0,1,0.982535005,Wastewater-Treatment-Facility,0.865539312,2,8,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG388_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG389,Al -qarin,Egypt,,Al -qarin,30.602222,31.70968,WWTP,2009,,Operational ,No,Municipal,Max secondary ,Surface Areation and Trick Filters,7300000,9125000,9125000,Surface water,,9125000,,0,0,1,0.999086976,Wastewater-Treatment-Facility,0.84725076,1,9,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG389_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG390,Safour,Egypt,,Diyarb Negm,30.776667,31.407778,WWTP,2003,,Operational ,No,Municipal,Max secondary ,Activated Sludge,3650000,7300000,7300000,Surface water,Safoor Drain,7300000,,0,0,1,0.999365509,Wastewater-Treatment-Facility,0.806978166,4,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG390_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG391,Gemmayzeh Bani Amr,Egypt,,Diyarb Negm,30.797778,31.546111,WWTP,2007,,Operational ,No,Municipal,Max secondary ,,1642500,1825000,1825000,Surface water,,1825000,,0,0,1,0.994964123,,,1,1,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG391_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG392,Qentir,Egypt,,Faqous,30.790681,31.84417,WWTP,2020,,Operational ,No,Municipal,Max secondary ,,3650000,1825000,1825000,Surface water,,1825000,,0,0,1,0.998854756,Wastewater-Treatment-Facility,0.871813357,2,6,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG392_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG393,Barden,Egypt,,Zagazig,30.498611,31.525556,WWTP,2009,,Operational ,No,Municipal,Max secondary ,,1095000,1277500,1277500,Surface water,,1277500,,0,0,1,0.960562229,Wastewater-Treatment-Facility,0.686656952,1,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG393_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG394,Herbit,Egypt,,Abu Kabir,30.733056,31.6325,WWTP,2011,,Operational ,No,Municipal,Max secondary ,,1825000,2190000,2190000,Surface water,,2190000,,0,0,1,0.995927632,Wastewater-Treatment-Facility,0.771135628,1,4,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG394_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG395,New Salihia,Egypt,,Al Salheya Al Gadida,30.621437,31.934549,WWTP,2015,,Operational ,No,Municipal,Max secondary ,Surface Areation ,9855000,6570000,6570000,Surface water,,6570000,,0,0,1,0.930187225,Wastewater-Treatment-Facility,0.686130226,8,11,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG395_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG396,Industrial waste water plant in the tenth of Ramadan city,Egypt,,10th of Rammadan,30.332026,31.793008,WWTP,2018,,Operational ,No,Municipal,Max secondary ,,36500000,36500000,36500000,Surface water,,36500000,,0,0,1,0.990307748,,,11,12,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG396_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG397,The tenth of Ramadan plant with capacity 286 thousand m 3 / day,Egypt,,11th of Rammadan,30.332026,31.793008,WWTP,2004,,Operational ,No,Municipal,Max primary ,,104390000,29200000,29200000,Surface water,,29200000,,0,0,1,0.990307748,,,11,12,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG397_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG398,Anaerobic pond plant in tenth of Ramadan city,Egypt,,12th of Rammadan,30.332026,31.793008,WWTP,2004,,Operational ,No,Municipal,Max secondary ,,69350000,36500000,36500000,Surface water,,36500000,,0,0,1,0.990307748,,,11,12,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG398_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG399,"SEKEM Farm 
wastewater reuse project",Egypt,,Belbis,30.2514923,31.38079444,WWTP,2007,2007,Operational ,Yes,Municipal,Max secondary ,,7300,7300,7300,,,0,Landscape irrigation,7300,684,1,0.627741933,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG399_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG400,Snita El Rafaeen ,Egypt,,Faqous,30.8238208,31.80079138,WWTP,2022,2022,Operational ,Unknown,Municipal,Max tertiary,,4380000,,,,,,Landscape irrigation,,,1,0.988410234,Wastewater-Treatment-Facility,0.768318892,4,4,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG400_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG401,Awlad seif Village,Egypt,,Bilbeis,30.46958911,31.56689411,Municipality,2015,Unknown,Unknown,Unknown,Municipal,Unknown,,3650000,,,,,,,,,0,0.922436118,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG401_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG402,Kafr Ebrash,Egypt,,Kafr Ebrash,30.39539993,31.36732904,Municipality,2022,Unknown,Operational ,Unknown,Municipal,Unknown,,,,,,,,,,,0,0.997630239,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG402_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG403,Sawaleh STP,Egypt,,Faqous,30.68347869,31.77968887,Municipality,2018,Unknown,Unknown,Unknown,Municipal,Unknown,,8030000,,,,,,,,,0,0.997197151,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG403_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG404,Tazamanat,Egypt,Bani Sweif,Beni Suef,29.06815,31.067229,WWTP,2005,,Operational ,No,Municipal,Max tertiary ,,22812500,22630000,22630000,Surface water,,22630000,,0,0,1,0.987418056,Wastewater-Treatment-Facility,0.759797037,20,9,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG404_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG405,Samsta ,Egypt,,Samsta ,28.908184,30.838626,WWTP,2006,,Operational ,No,Municipal,Max secondary ,Extende Aeration,5475000,9855000,9855000,Surface water,Saleem el Omomi,9855000,,0,0,1,0.999502063,Wastewater-Treatment-Facility,0.850727677,0,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG405_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG406,Ahnacia,Egypt,,Ahnacia,29.063056,30.952222,WWTP,2007,,Operational ,No,Municipal,Max secondary ,Extende Aeration,5475000,4015000,4015000,Surface water,Gwaher,4015000,,0,0,1,0.999149442,Wastewater-Treatment-Facility,0.903501153,1,2,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG406_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG407,El Wasta,Egypt,,El Wasta,29.357767,31.124492,WWTP,2007,,Operational ,No,Municipal,Max secondary ,Trick Filters,7300000,5840000,5840000,Surface water,,5840000,,0,0,1,0.997706652,,,1,12,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG407_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG408,Baba,Egypt,,Biba,28.916423,30.958167,WWTP,2007,,Operational ,No,Municipal,Max secondary ,Trick Filters,7300000,4380000,4380000,Surface water,,4380000,,0,0,1,0.988844693,Wastewater-Treatment-Facility,0.819678843,0,12,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG408_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG409,Tansa,Egypt,,Biba,29.005137,31.011751,WWTP,2008,,Operational ,No,Municipal,Max secondary ,,547500,730000,730000,Surface water,,730000,,0,0,1,0.987796187,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG409_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG410,Al Fashn,Egypt,,Al Fashn,28.813374,30.864752,WWTP,2008,,Operational ,No,Municipal,Max secondary ,Trick Filters,7300000,5840000,5840000,Surface water,Bani Saleh,5840000,,0,0,1,0.999781549,Wastewater-Treatment-Facility,0.916403174,1,8,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG410_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG411,Aqifuhus,Egypt,,Al Fashn,28.777368,30.811831,WWTP,2010,,Operational ,No,Municipal,Max secondary ,,1533000,1460000,1460000,Surface water,,1460000,,0,0,1,0.988787234,Wastewater-Treatment-Facility,0.788788497,2,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG411_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG412,Byad Alearab,Egypt,,Beni Suef,29.091389,31.168889,WWTP,2007,2007,Operational ,Yes,Municipal,Max secondary ,,7665000,5475000,5475000,,,410625,Agricultural and/or forestry irrigation,5064375,233.1,1,0.903211534,Wastewater-Treatment-Facility,0.622451723,22,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG412_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG413,Abo Shahba,Egypt,,Ahnacia,29.031389,30.940833,WWTP,2010,,Operational ,No,Municipal,Max secondary ,,547500,365000,365000,Surface water,,365000,,0,0,1,0.984472215,Wastewater-Treatment-Facility,0.628410041,1,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG413_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG414,Abo Sir,Egypt,, El Wasta,29.248889,31.073333,WWTP,2017,,Operational ,No,Municipal,Max secondary ,,1314000,912500,912500,Surface water,,912500,,0,0,1,0.978497922,Wastewater-Treatment-Facility,0.781007648,8,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG414_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG415,Nasser,Egypt,,Nasser,29.193056,31.029722,WWTP,2008,,Operational ,No,Municipal,Max secondary ,Extende Aeration,12410000,4015000,4015000,Surface water,Seedi Hamed,4015000,,0,0,1,0.708971083,,,4,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG415_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG416,Nana,Egypt,,Ahnacia,29.002399,30.923089,WWTP,2010,,Operational ,No,Municipal,Max secondary ,,1095000,547500,547500,Surface water,,547500,,0,0,1,0.992346168,Wastewater-Treatment-Facility,0.726484537,3,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG416_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG417, Mansheyet Abdel Samad,Egypt,,Ahnacia,29.044931,30.923353,WWTP,2010,,Operational ,No,Municipal,Max secondary ,,1095000,492750,492750,Surface water,,492750,,0,0,1,0.991333425,,,2,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG417_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG418,Al -maymun,Egypt,,El Wasta,29.238056,31.184722,WWTP,2009,,Operational ,No,Municipal,Max secondary ,,310250,310250,310250,Surface water,,310250,,0,0,1,0.874214113,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG418_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG419,Buni halih,Egypt,,Sumusta ,28.957286,30.893177,WWTP,2003,,Operational ,No,Municipal,Max secondary ,,18250,18250,18250,Surface water,,18250,,0,0,1,0.835326254,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG419_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG420,Al -harju,Egypt,,Nasser,29.202315,30.994453,WWTP,2020,,Operational ,No,Municipal,Max tertiary ,,912500,1095000,1095000,Surface water,,1095000,,0,0,1,0.722406685,,,1,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG420_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG421,Munshaat tahir,Egypt,,Ahnacia,29.022162,30.86928,WWTP,2021,,Operational ,No,Municipal,Max tertiary ,,912500,109500,109500,Surface water,,109500,,0,0,1,0.524013817,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG421_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG422,New Beni Suef,Egypt,,Beni Suef,29.013611,31.118611,WWTP,2018,2018,Operational ,Yes,Municipal,Max tertiary ,,18980000,12045000,12045000,,,3832500,Agricultural and/or forestry irrigation,8212500,378,1,0.993026495,Wastewater-Treatment-Facility,0.82775718,9,6,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG422_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG423,Albasatin,Egypt,,Beni Suef,29.090482,31.066428,WWTP,2017,,Operational ,No,Municipal,Max tertiary ,,109500,73000,73000,Surface water,,73000,,0,0,1,0.89358443,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG423_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG424,Jazirat Abu Salih,Egypt,,Jazirat Abu Salih,29.18856335,31.19917527,Municipality,2022,Unknown,Unknown,Unknown,Municipal,Unknown,,730000,,,,,,,,,0,0.833906054,,,,,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG424_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG425,New qahafa ,Egypt,Fayoum,Al Faiyum,29.287197,30.882189,WWTP,2005,,Operational ,No,Municipal,Max secondary ,,21900000,27375000,27375000,Surface water,Kamal,27375000,,0,0,1,0.994492888,Wastewater-Treatment-Facility,0.859525621,7,28,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG425_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG426,Old qahafa ,Egypt,,Al Faiyum,29.287197,30.882189,WWTP,2005,,Operational ,No,Municipal,Max secondary ,,21900000,20075000,20075000,Surface water,Kamal,20075000,,0,0,1,0.994492888,Wastewater-Treatment-Facility,0.859525621,7,28,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG426_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
Javier,EG427,allaahun,Egypt,,Al Faiyum,29.234897,30.949187,WWTP,2001,,Operational ,No,Municipal,Max secondary ,,551150,675250,675250,Surface water,Kamal,675250,,0,0,1,0.884638429,,,1,0,https://cgiar.sharepoint.com/:i:/r/sites/IWMI-E-ReWater/Shared%20Documents/Pilar%201%20-%20AI/images/Re_Train/Javier_Database_Image/images_Egypt/Javier_Egypt_EG427_map_zoom_17.tif?csf=1&web=1&e=TJ9F3O
